HDR,ROLLING SYSTEM DEMAND
VD,20211020005500,22836
VD,20211020010000,22685
VD,20211020010500,23133
VD,20211020011000,23314
VD,20211020011500,23203
VD,20211020012000,23000
VD,20211020012500,22961
VD,20211020013000,22927
VD,20211020013500,22925
VD,20211020014000,22877
VD,20211020014500,22744
VD,20211020015000,22545
VD,20211020015500,22555
VD,20211020020000,22616
VD,20211020020500,22288
VD,20211020021000,22077
VD,20211020021500,22109
VD,20211020022000,22138
VD,20211020022500,22085
VD,20211020023000,22132
VD,20211020023500,22212
VD,20211020024000,22204
VD,20211020024500,22207
VD,20211020025000,22143
VD,20211020025500,22091
VD,20211020030000,22118
VD,20211020030500,22351
VD,20211020031000,22468
VD,20211020031500,22640
VD,20211020032000,22710
VD,20211020032500,22753
VD,20211020033000,22650
VD,20211020033500,22690
VD,20211020034000,22720
VD,20211020034500,22599
VD,20211020035000,22446
VD,20211020035500,22413
VD,20211020040000,22251
VD,20211020040500,22294
VD,20211020041000,22390
VD,20211020041500,22406
VD,20211020042000,22204
VD,20211020042500,22212
VD,20211020043000,22265
VD,20211020043500,22488
VD,20211020044000,22525
VD,20211020044500,22601
VD,20211020045000,22791
VD,20211020045500,22991
VD,20211020050000,23280
VD,20211020050500,24097
VD,20211020051000,24761
VD,20211020051500,24974
VD,20211020052000,25056
VD,20211020052500,25477
VD,20211020053000,26007
VD,20211020053500,26302
VD,20211020054000,26855
VD,20211020054500,27358
VD,20211020055000,27782
VD,20211020055500,28270
VD,20211020060000,28807
VD,20211020060500,29413
VD,20211020061000,30162
VD,20211020061500,30763
VD,20211020062000,31348
VD,20211020062500,31629
VD,20211020063000,31839
VD,20211020063500,32135
VD,20211020064000,32475
VD,20211020064500,32636
VD,20211020065000,32781
VD,20211020065500,32994
VD,20211020070000,33158
VD,20211020070500,33417
VD,20211020071000,33683
VD,20211020071500,33667
VD,20211020072000,33765
VD,20211020072500,33846
VD,20211020073000,33888
VD,20211020073500,33952
VD,20211020074000,33918
VD,20211020074500,33906
VD,20211020075000,33933
VD,20211020075500,33995
VD,20211020080000,34057
VD,20211020080500,34150
VD,20211020081000,34114
VD,20211020081500,34000
VD,20211020082000,33968
VD,20211020082500,33841
VD,20211020083000,33808
VD,20211020083500,33737
VD,20211020084000,33677
VD,20211020084500,33536
VD,20211020085000,33535
VD,20211020085500,33518
VD,20211020090000,33456
VD,20211020090500,33258
VD,20211020091000,33175
VD,20211020091500,33083
VD,20211020092000,32946
VD,20211020092500,32904
VD,20211020093000,32754
VD,20211020093500,32682
VD,20211020094000,32562
VD,20211020094500,32388
VD,20211020095000,32399
VD,20211020095500,32314
VD,20211020100000,32145
VD,20211020100500,31955
VD,20211020101000,31715
VD,20211020101500,31619
VD,20211020102000,31621
VD,20211020102500,31639
VD,20211020103000,31587
VD,20211020103500,31421
VD,20211020104000,31399
VD,20211020104500,31352
VD,20211020105000,31274
VD,20211020105500,31317
VD,20211020110000,31415
VD,20211020110500,31427
VD,20211020111000,31657
VD,20211020111500,31781
VD,20211020112000,31678
VD,20211020112500,31472
VD,20211020113000,31288
VD,20211020113500,31306
VD,20211020114000,31136
VD,20211020114500,31066
VD,20211020115000,31147
VD,20211020115500,31007
VD,20211020120000,30815
VD,20211020120500,30738
VD,20211020121000,30645
VD,20211020121500,30489
VD,20211020122000,30264
VD,20211020122500,30013
VD,20211020123000,29979
VD,20211020123500,30082
VD,20211020124000,30107
VD,20211020124500,30206
VD,20211020125000,30165
VD,20211020125500,30012
VD,20211020130000,29869
VD,20211020130500,29751
VD,20211020131000,29732
VD,20211020131500,29663
VD,20211020132000,29619
VD,20211020132500,29624
VD,20211020133000,29607
VD,20211020133500,29649
VD,20211020134000,29687
VD,20211020134500,29733
VD,20211020135000,29797
VD,20211020135500,29811
VD,20211020140000,29988
VD,20211020140500,30159
VD,20211020141000,30179
VD,20211020141500,30237
VD,20211020142000,30346
VD,20211020142500,30548
VD,20211020143000,30599
VD,20211020143500,30776
VD,20211020144000,31045
VD,20211020144500,31156
VD,20211020145000,31580
VD,20211020145500,31924
VD,20211020150000,32137
VD,20211020150500,32381
VD,20211020151000,32528
VD,20211020151500,32868
VD,20211020152000,33094
VD,20211020152500,33205
VD,20211020153000,33289
VD,20211020153500,33669
VD,20211020154000,34008
VD,20211020154500,34271
VD,20211020155000,34570
VD,20211020155500,34891
VD,20211020160000,34884
VD,20211020160500,35306
VD,20211020161000,35728
VD,20211020161500,36013
VD,20211020162000,36222
VD,20211020162500,36317
VD,20211020163000,36445
VD,20211020163500,36559
VD,20211020164000,36613
VD,20211020164500,36611
VD,20211020165000,36838
VD,20211020165500,36780
VD,20211020170000,36845
VD,20211020170500,37072
VD,20211020171000,37275
VD,20211020171500,37399
VD,20211020172000,37562
VD,20211020172500,37584
VD,20211020173000,37484
VD,20211020173500,37552
VD,20211020174000,37446
VD,20211020174500,37204
VD,20211020175000,37059
VD,20211020175500,36921
VD,20211020180000,36995
VD,20211020180500,36891
VD,20211020181000,36540
VD,20211020181500,36330
VD,20211020182000,36022
VD,20211020182500,35648
VD,20211020183000,35516
VD,20211020183500,35424
VD,20211020184000,35114
VD,20211020184500,34824
VD,20211020185000,34638
VD,20211020185500,34368
VD,20211020190000,34091
VD,20211020190500,34110
VD,20211020191000,33864
VD,20211020191500,33553
VD,20211020192000,33251
VD,20211020192500,33037
VD,20211020193000,32818
VD,20211020193500,32437
VD,20211020194000,32101
VD,20211020194500,31891
VD,20211020195000,31856
VD,20211020195500,31812
VD,20211020200000,31801
VD,20211020200500,31781
VD,20211020201000,31455
VD,20211020201500,31042
VD,20211020202000,30649
VD,20211020202500,30498
VD,20211020203000,30285
VD,20211020203500,29960
VD,20211020204000,29616
VD,20211020204500,29315
VD,20211020205000,29210
VD,20211020205500,29072
VD,20211020210000,28816
VD,20211020210500,28622
VD,20211020211000,28188
VD,20211020211500,27787
VD,20211020212000,27502
VD,20211020212500,27195
VD,20211020213000,26927
VD,20211020213500,26656
VD,20211020214000,26522
VD,20211020214500,26308
VD,20211020215000,25956
VD,20211020215500,25513
VD,20211020220000,25137
VD,20211020220500,24828
VD,20211020221000,24866
VD,20211020221500,24548
VD,20211020222000,24130
VD,20211020222500,23728
VD,20211020223000,23471
VD,20211020223500,23492
VD,20211020224000,23485
VD,20211020224500,23302
VD,20211020225000,23141
VD,20211020225500,22898
VD,20211020230000,22761
VD,20211020230500,22683
VD,20211020231000,22739
VD,20211020231500,22793
VD,20211020232000,22906
VD,20211020232500,23089
VD,20211020233000,23129
VD,20211020233500,23002
VD,20211020234000,22805
VD,20211020234500,22759
VD,20211020235000,22688
VD,20211020235500,22605
VD,20211021000000,22450
VD,20211021000500,22675
VD,20211021001000,22825
VD,20211021001500,22746
VD,20211021002000,22668
VD,20211021002500,22540
VD,20211021003000,22423
VD,20211021003500,22534
VD,20211021004000,22750
VD,20211021004500,22871
VD,20211021005000,22929
VD,20211021005500,22903
VD,20211021010000,22803
VD,20211021010500,22820
VD,20211021011000,22723
VD,20211021011500,22931
VD,20211021012000,23052
VD,20211021012500,23049
VD,20211021013000,23084
VD,20211021013500,23243
VD,20211021014000,23196
VD,20211021014500,23201
VD,20211021015000,23221
VD,20211021015500,23239
VD,20211021020000,23163
VD,20211021020500,23254
VD,20211021021000,22829
VD,20211021021500,23190
VD,20211021022000,23139
VD,20211021022500,23246
VD,20211021023000,23211
VD,20211021023500,23396
VD,20211021024000,23521
VD,20211021024500,23520
VD,20211021025000,23466
VD,20211021025500,23346
VD,20211021030000,23278
VD,20211021030500,23415
VD,20211021031000,23435
VD,20211021031500,23316
VD,20211021032000,23237
VD,20211021032500,23156
VD,20211021033000,23228
VD,20211021033500,23336
VD,20211021034000,23416
VD,20211021034500,23347
VD,20211021035000,23316
VD,20211021035500,23401
VD,20211021040000,23105
VD,20211021040500,22649
VD,20211021041000,22414
VD,20211021041500,22356
VD,20211021042000,22350
VD,20211021042500,22360
VD,20211021043000,22387
VD,20211021043500,22521
VD,20211021044000,22668
VD,20211021044500,22808
VD,20211021045000,22941
VD,20211021045500,23093
VD,20211021050000,23182
VD,20211021050500,23826
VD,20211021051000,24712
VD,20211021051500,24782
VD,20211021052000,24852
VD,20211021052500,24939
VD,20211021053000,25109
VD,20211021053500,25529
VD,20211021054000,26075
VD,20211021054500,26414
VD,20211021055000,26708
VD,20211021055500,27148
VD,20211021060000,27653
VD,20211021060500,28251
VD,20211021061000,28956
VD,20211021061500,29486
VD,20211021062000,29799
VD,20211021062500,30318
VD,20211021063000,30523
VD,20211021063500,30771
VD,20211021064000,31126
VD,20211021064500,31466
VD,20211021065000,31770
VD,20211021065500,31971
VD,20211021070000,32240
VD,20211021070500,32381
VD,20211021071000,32619
VD,20211021071500,32725
VD,20211021072000,33066
VD,20211021072500,33177
VD,20211021073000,33174
VD,20211021073500,33146
VD,20211021074000,33213
VD,20211021074500,33157
VD,20211021075000,33310
VD,20211021075500,33379
VD,20211021080000,33358
VD,20211021080500,33524
VD,20211021081000,33440
VD,20211021081500,33297
VD,20211021082000,33156
VD,20211021082500,33027
VD,20211021083000,32916
VD,20211021083500,32745
VD,20211021084000,32778
VD,20211021084500,32745
VD,20211021085000,32732
VD,20211021085500,32420
VD,20211021090000,32211
VD,20211021090500,32315
VD,20211021091000,32036
VD,20211021091500,31809
VD,20211021092000,31714
VD,20211021092500,31643
VD,20211021093000,31593
VD,20211021093500,31585
VD,20211021094000,31519
VD,20211021094500,31418
VD,20211021095000,31372
VD,20211021095500,31260
VD,20211021100000,31003
VD,20211021100500,30846
VD,20211021101000,30877
VD,20211021101500,30856
VD,20211021102000,30727
VD,20211021102500,30643
VD,20211021103000,30558
VD,20211021103500,30491
VD,20211021104000,30367
VD,20211021104500,30387
VD,20211021105000,30383
VD,20211021105500,30435
VD,20211021110000,30391
VD,20211021110500,30229
VD,20211021111000,30199
VD,20211021111500,30143
VD,20211021112000,29961
VD,20211021112500,29858
VD,20211021113000,29789
VD,20211021113500,29785
VD,20211021114000,29534
VD,20211021114500,29531
VD,20211021115000,29478
VD,20211021115500,29295
VD,20211021120000,29180
VD,20211021120500,29095
VD,20211021121000,28990
VD,20211021121500,28796
VD,20211021122000,28800
VD,20211021122500,28868
VD,20211021123000,28663
VD,20211021123500,28614
VD,20211021124000,28578
VD,20211021124500,28550
VD,20211021125000,28617
VD,20211021125500,28525
VD,20211021130000,28558
VD,20211021130500,28769
VD,20211021131000,28752
VD,20211021131500,28747
VD,20211021132000,28740
VD,20211021132500,28791
VD,20211021133000,28830
VD,20211021133500,28921
VD,20211021134000,28946
VD,20211021134500,28912
VD,20211021135000,28998
VD,20211021135500,28948
VD,20211021140000,28798
VD,20211021140500,28853
VD,20211021141000,29098
VD,20211021141500,29196
VD,20211021142000,29410
VD,20211021142500,29482
VD,20211021143000,29569
VD,20211021143500,29709
VD,20211021144000,29891
VD,20211021144500,30197
VD,20211021145000,30573
VD,20211021145500,30872
VD,20211021150000,31037
VD,20211021150500,31512
VD,20211021151000,31765
VD,20211021151500,32071
VD,20211021152000,32406
VD,20211021152500,32707
VD,20211021153000,32966
VD,20211021153500,33310
VD,20211021154000,33649
VD,20211021154500,33910
VD,20211021155000,34231
VD,20211021155500,34758
VD,20211021160000,35266
VD,20211021160500,35523
VD,20211021161000,35628
VD,20211021161500,35832
VD,20211021162000,36149
VD,20211021162500,36331
VD,20211021163000,36370
VD,20211021163500,36530
VD,20211021164000,36685
VD,20211021164500,36848
VD,20211021165000,36952
VD,20211021165500,37060
VD,20211021170000,37308
VD,20211021170500,37546
VD,20211021171000,37702
VD,20211021171500,37797
VD,20211021172000,38037
VD,20211021172500,38287
VD,20211021173000,38431
VD,20211021173500,38610
VD,20211021174000,38692
VD,20211021174500,38679
VD,20211021175000,38583
VD,20211021175500,38403
VD,20211021180000,38188
VD,20211021180500,38207
VD,20211021181000,38166
VD,20211021181500,37976
VD,20211021182000,37875
VD,20211021182500,37688
VD,20211021183000,37504
VD,20211021183500,37485
VD,20211021184000,37187
VD,20211021184500,36886
VD,20211021185000,36757
VD,20211021185500,36507
VD,20211021190000,36176
VD,20211021190500,35837
VD,20211021191000,35487
VD,20211021191500,35346
VD,20211021192000,35003
VD,20211021192500,34594
VD,20211021193000,34394
VD,20211021193500,34229
VD,20211021194000,33936
VD,20211021194500,33732
VD,20211021195000,33569
VD,20211021195500,33361
VD,20211021200000,33060
VD,20211021200500,32808
VD,20211021201000,32336
VD,20211021201500,32019
VD,20211021202000,31754
VD,20211021202500,31388
VD,20211021203000,31061
VD,20211021203500,30776
VD,20211021204000,30442
VD,20211021204500,29963
VD,20211021205000,29610
VD,20211021205500,29391
VD,20211021210000,29142
VD,20211021210500,28816
VD,20211021211000,28568
VD,20211021211500,28320
VD,20211021212000,28071
VD,20211021212500,27756
VD,20211021213000,27519
VD,20211021213500,27243
VD,20211021214000,26934
VD,20211021214500,26658
VD,20211021215000,26387
VD,20211021215500,26117
VD,20211021220000,25908
VD,20211021220500,26141
VD,20211021221000,25971
VD,20211021221500,25721
VD,20211021222000,25818
VD,20211021222500,25574
VD,20211021223000,25397
VD,20211021223500,25436
VD,20211021224000,25381
VD,20211021224500,25247
VD,20211021225000,25297
VD,20211021225500,25038
VD,20211021230000,25002
VD,20211021230500,24828
VD,20211021231000,24793
VD,20211021231500,24832
VD,20211021232000,24737
VD,20211021232500,24677
VD,20211021233000,24629
VD,20211021233500,24618
VD,20211021234000,24464
VD,20211021234500,24359
VD,20211021235000,24417
VD,20211021235500,24260
FTR,1728
