HDR,ROLLING SYSTEM DEMAND
VD,20211026005500,22323
VD,20211026010000,22390
VD,20211026010500,22513
VD,20211026011000,22496
VD,20211026011500,22517
VD,20211026012000,22493
VD,20211026012500,22528
VD,20211026013000,22474
VD,20211026013500,22456
VD,20211026014000,22344
VD,20211026014500,22281
VD,20211026015000,22191
VD,20211026015500,22169
VD,20211026020000,22045
VD,20211026020500,21829
VD,20211026021000,21895
VD,20211026021500,21903
VD,20211026022000,21859
VD,20211026022500,21968
VD,20211026023000,21907
VD,20211026023500,21939
VD,20211026024000,22004
VD,20211026024500,21932
VD,20211026025000,21913
VD,20211026025500,21978
VD,20211026030000,21949
VD,20211026030500,21948
VD,20211026031000,21766
VD,20211026031500,21764
VD,20211026032000,21752
VD,20211026032500,21700
VD,20211026033000,21625
VD,20211026033500,21596
VD,20211026034000,21594
VD,20211026034500,21627
VD,20211026035000,21663
VD,20211026035500,21731
VD,20211026040000,21760
VD,20211026040500,21773
VD,20211026041000,21912
VD,20211026041500,21918
VD,20211026042000,21822
VD,20211026042500,21967
VD,20211026043000,22049
VD,20211026043500,22229
VD,20211026044000,22516
VD,20211026044500,22770
VD,20211026045000,22891
VD,20211026045500,23276
VD,20211026050000,23561
VD,20211026050500,24538
VD,20211026051000,25607
VD,20211026051500,25990
VD,20211026052000,26387
VD,20211026052500,26830
VD,20211026053000,27080
VD,20211026053500,27469
VD,20211026054000,27897
VD,20211026054500,28141
VD,20211026055000,28451
VD,20211026055500,28691
VD,20211026060000,29041
VD,20211026060500,29466
VD,20211026061000,29801
VD,20211026061500,30084
VD,20211026062000,30462
VD,20211026062500,30933
VD,20211026063000,31180
VD,20211026063500,31281
VD,20211026064000,31612
VD,20211026064500,31817
VD,20211026065000,31977
VD,20211026065500,32172
VD,20211026070000,32508
VD,20211026070500,32820
VD,20211026071000,32997
VD,20211026071500,33087
VD,20211026072000,33180
VD,20211026072500,33325
VD,20211026073000,33322
VD,20211026073500,33390
VD,20211026074000,33551
VD,20211026074500,33740
VD,20211026075000,33933
VD,20211026075500,34067
VD,20211026080000,34367
VD,20211026080500,34700
VD,20211026081000,34863
VD,20211026081500,34904
VD,20211026082000,34807
VD,20211026082500,34769
VD,20211026083000,34681
VD,20211026083500,34610
VD,20211026084000,34584
VD,20211026084500,34519
VD,20211026085000,34519
VD,20211026085500,34449
VD,20211026090000,34435
VD,20211026090500,34567
VD,20211026091000,34605
VD,20211026091500,34636
VD,20211026092000,34582
VD,20211026092500,34578
VD,20211026093000,34466
VD,20211026093500,34437
VD,20211026094000,34323
VD,20211026094500,34245
VD,20211026095000,34291
VD,20211026095500,34265
VD,20211026100000,34237
VD,20211026100500,34244
VD,20211026101000,34224
VD,20211026101500,34103
VD,20211026102000,34031
VD,20211026102500,34108
VD,20211026103000,34025
VD,20211026103500,34029
VD,20211026104000,33910
VD,20211026104500,33851
VD,20211026105000,33818
VD,20211026105500,33699
VD,20211026110000,33782
VD,20211026110500,33837
VD,20211026111000,33813
VD,20211026111500,33819
VD,20211026112000,33784
VD,20211026112500,33786
VD,20211026113000,33700
VD,20211026113500,33655
VD,20211026114000,33584
VD,20211026114500,33514
VD,20211026115000,33608
VD,20211026115500,33551
VD,20211026120000,33591
VD,20211026120500,33781
VD,20211026121000,33873
VD,20211026121500,33876
VD,20211026122000,33757
VD,20211026122500,33614
VD,20211026123000,33409
VD,20211026123500,33358
VD,20211026124000,33203
VD,20211026124500,33236
VD,20211026125000,33235
VD,20211026125500,33156
VD,20211026130000,33031
VD,20211026130500,32805
VD,20211026131000,32756
VD,20211026131500,32757
VD,20211026132000,32718
VD,20211026132500,32772
VD,20211026133000,32752
VD,20211026133500,32757
VD,20211026134000,32692
VD,20211026134500,32771
VD,20211026135000,32822
VD,20211026135500,32854
VD,20211026140000,33018
VD,20211026140500,33190
VD,20211026141000,33296
VD,20211026141500,33182
VD,20211026142000,33232
VD,20211026142500,33297
VD,20211026143000,33370
VD,20211026143500,33528
VD,20211026144000,33548
VD,20211026144500,33880
VD,20211026145000,33957
VD,20211026145500,33982
VD,20211026150000,34250
VD,20211026150500,34375
VD,20211026151000,34404
VD,20211026151500,34534
VD,20211026152000,34689
VD,20211026152500,34754
VD,20211026153000,34785
VD,20211026153500,34971
VD,20211026154000,35133
VD,20211026154500,35280
VD,20211026155000,35523
VD,20211026155500,35657
VD,20211026160000,35836
VD,20211026160500,36029
VD,20211026161000,36042
VD,20211026161500,36204
VD,20211026162000,36438
VD,20211026162500,36699
VD,20211026163000,36844
VD,20211026163500,36962
VD,20211026164000,37022
VD,20211026164500,37223
VD,20211026165000,37513
VD,20211026165500,37515
VD,20211026170000,37588
VD,20211026170500,37675
VD,20211026171000,37759
VD,20211026171500,37924
VD,20211026172000,38083
VD,20211026172500,38076
VD,20211026173000,37931
VD,20211026173500,37913
VD,20211026174000,37739
VD,20211026174500,37617
VD,20211026175000,37493
VD,20211026175500,37227
VD,20211026180000,37115
VD,20211026180500,37244
VD,20211026181000,37167
VD,20211026181500,36942
VD,20211026182000,36671
VD,20211026182500,36468
VD,20211026183000,36222
VD,20211026183500,36080
VD,20211026184000,35709
VD,20211026184500,35414
VD,20211026185000,35179
VD,20211026185500,34956
VD,20211026190000,34756
VD,20211026190500,34551
VD,20211026191000,34244
VD,20211026191500,33764
VD,20211026192000,33554
VD,20211026192500,33291
VD,20211026193000,33014
VD,20211026193500,32748
VD,20211026194000,32532
VD,20211026194500,32338
VD,20211026195000,32163
VD,20211026195500,31878
VD,20211026200000,31584
VD,20211026200500,31302
VD,20211026201000,30964
VD,20211026201500,30738
VD,20211026202000,30542
VD,20211026202500,30069
VD,20211026203000,29728
VD,20211026203500,29611
VD,20211026204000,29370
VD,20211026204500,29108
VD,20211026205000,28754
VD,20211026205500,28470
VD,20211026210000,28142
VD,20211026210500,27951
VD,20211026211000,27746
VD,20211026211500,27513
VD,20211026212000,27136
VD,20211026212500,26951
VD,20211026213000,26726
VD,20211026213500,26623
VD,20211026214000,26453
VD,20211026214500,26156
VD,20211026215000,25905
VD,20211026215500,25680
VD,20211026220000,25679
VD,20211026220500,25591
VD,20211026221000,25538
VD,20211026221500,25407
VD,20211026222000,25242
VD,20211026222500,24999
VD,20211026223000,24764
VD,20211026223500,24597
VD,20211026224000,24456
VD,20211026224500,24198
VD,20211026225000,24059
VD,20211026225500,24017
VD,20211026230000,23841
VD,20211026230500,23803
VD,20211026231000,23745
VD,20211026231500,23711
VD,20211026232000,23650
VD,20211026232500,23534
VD,20211026233000,23491
VD,20211026233500,23414
VD,20211026234000,23458
VD,20211026234500,23613
VD,20211026235000,23546
VD,20211026235500,23498
VD,20211027000000,23405
VD,20211027000500,23577
VD,20211027001000,23561
VD,20211027001500,23335
VD,20211027002000,23200
VD,20211027002500,23074
VD,20211027003000,23025
VD,20211027003500,23158
VD,20211027004000,23262
VD,20211027004500,23414
VD,20211027005000,23562
VD,20211027005500,23512
VD,20211027010000,23390
VD,20211027010500,23193
VD,20211027011000,23252
VD,20211027011500,23148
VD,20211027012000,23040
VD,20211027012500,22968
VD,20211027013000,22901
VD,20211027013500,22868
VD,20211027014000,22820
VD,20211027014500,22829
VD,20211027015000,22816
VD,20211027015500,22798
VD,20211027020000,22717
VD,20211027020500,22931
VD,20211027021000,22880
VD,20211027021500,22814
VD,20211027022000,22723
VD,20211027022500,22682
VD,20211027023000,22602
VD,20211027023500,22593
VD,20211027024000,22593
VD,20211027024500,22516
VD,20211027025000,22450
VD,20211027025500,22423
VD,20211027030000,22380
VD,20211027030500,22365
VD,20211027031000,22421
VD,20211027031500,22431
VD,20211027032000,22418
VD,20211027032500,22340
VD,20211027033000,22385
VD,20211027033500,22412
VD,20211027034000,22386
VD,20211027034500,22317
VD,20211027035000,22280
VD,20211027035500,22349
VD,20211027040000,22495
VD,20211027040500,22588
VD,20211027041000,22745
VD,20211027041500,22798
VD,20211027042000,22878
VD,20211027042500,22943
VD,20211027043000,23026
VD,20211027043500,23209
VD,20211027044000,23374
VD,20211027044500,23492
VD,20211027045000,23661
VD,20211027045500,23768
VD,20211027050000,23850
VD,20211027050500,24383
VD,20211027051000,24445
VD,20211027051500,24728
VD,20211027052000,25018
VD,20211027052500,25338
VD,20211027053000,25591
VD,20211027053500,25895
VD,20211027054000,26221
VD,20211027054500,26524
VD,20211027055000,26926
VD,20211027055500,27302
VD,20211027060000,27619
VD,20211027060500,28105
VD,20211027061000,28696
VD,20211027061500,29050
VD,20211027062000,29241
VD,20211027062500,29614
VD,20211027063000,29940
VD,20211027063500,30214
VD,20211027064000,30532
VD,20211027064500,30763
VD,20211027065000,31077
VD,20211027065500,31400
VD,20211027070000,31554
VD,20211027070500,31682
VD,20211027071000,31982
VD,20211027071500,32151
VD,20211027072000,32361
VD,20211027072500,32499
VD,20211027073000,32647
VD,20211027073500,32673
VD,20211027074000,32720
VD,20211027074500,32729
VD,20211027075000,32876
VD,20211027075500,33026
VD,20211027080000,33080
VD,20211027080500,33395
VD,20211027081000,33467
VD,20211027081500,33519
VD,20211027082000,33652
VD,20211027082500,33659
VD,20211027083000,33652
VD,20211027083500,33735
VD,20211027084000,33743
VD,20211027084500,33763
VD,20211027085000,33934
VD,20211027085500,33956
VD,20211027090000,33847
VD,20211027090500,33952
VD,20211027091000,34013
VD,20211027091500,33855
VD,20211027092000,33819
VD,20211027092500,33849
VD,20211027093000,33813
VD,20211027093500,33799
VD,20211027094000,33773
VD,20211027094500,33865
VD,20211027095000,33941
VD,20211027095500,33905
VD,20211027100000,33902
VD,20211027100500,33828
VD,20211027101000,33887
VD,20211027101500,33835
VD,20211027102000,33864
VD,20211027102500,33905
VD,20211027103000,33804
VD,20211027103500,33645
VD,20211027104000,33567
VD,20211027104500,33555
VD,20211027105000,33586
VD,20211027105500,33627
VD,20211027110000,33675
VD,20211027110500,33841
VD,20211027111000,33912
VD,20211027111500,33924
VD,20211027112000,33918
VD,20211027112500,33891
VD,20211027113000,33896
VD,20211027113500,33878
VD,20211027114000,33838
VD,20211027114500,33784
VD,20211027115000,33823
VD,20211027115500,33773
VD,20211027120000,33585
VD,20211027120500,33320
VD,20211027121000,33189
VD,20211027121500,33080
VD,20211027122000,32980
VD,20211027122500,32882
VD,20211027123000,32895
VD,20211027123500,32948
VD,20211027124000,32967
VD,20211027124500,32976
VD,20211027125000,32934
VD,20211027125500,32899
VD,20211027130000,32938
VD,20211027130500,33005
VD,20211027131000,33139
VD,20211027131500,33127
VD,20211027132000,33121
VD,20211027132500,33181
VD,20211027133000,33059
VD,20211027133500,33020
VD,20211027134000,33042
VD,20211027134500,32991
VD,20211027135000,32967
VD,20211027135500,32992
VD,20211027140000,33034
VD,20211027140500,33009
VD,20211027141000,33002
VD,20211027141500,33004
VD,20211027142000,33111
VD,20211027142500,33096
VD,20211027143000,33105
VD,20211027143500,33253
VD,20211027144000,33262
VD,20211027144500,33348
VD,20211027145000,33509
VD,20211027145500,33579
VD,20211027150000,33604
VD,20211027150500,33965
VD,20211027151000,34175
VD,20211027151500,34340
VD,20211027152000,34412
VD,20211027152500,34414
VD,20211027153000,34621
VD,20211027153500,34813
VD,20211027154000,34924
VD,20211027154500,35101
VD,20211027155000,35324
VD,20211027155500,35503
VD,20211027160000,35600
VD,20211027160500,35771
VD,20211027161000,35883
VD,20211027161500,36126
VD,20211027162000,36285
VD,20211027162500,36437
VD,20211027163000,36395
VD,20211027163500,36414
VD,20211027164000,36466
VD,20211027164500,36487
VD,20211027165000,36627
VD,20211027165500,36666
VD,20211027170000,36734
VD,20211027170500,36742
VD,20211027171000,36872
VD,20211027171500,36911
VD,20211027172000,36919
VD,20211027172500,36926
VD,20211027173000,36828
VD,20211027173500,36918
VD,20211027174000,36823
VD,20211027174500,36645
VD,20211027175000,36553
VD,20211027175500,36311
VD,20211027180000,36149
VD,20211027180500,36134
VD,20211027181000,36009
VD,20211027181500,35814
VD,20211027182000,35649
VD,20211027182500,35413
VD,20211027183000,35270
VD,20211027183500,35246
VD,20211027184000,35028
VD,20211027184500,34887
VD,20211027185000,34746
VD,20211027185500,34480
VD,20211027190000,34220
VD,20211027190500,34451
VD,20211027191000,34394
VD,20211027191500,34113
VD,20211027192000,33811
VD,20211027192500,33667
VD,20211027193000,33401
VD,20211027193500,33138
VD,20211027194000,32886
VD,20211027194500,32643
VD,20211027195000,32369
VD,20211027195500,32023
VD,20211027200000,31734
VD,20211027200500,31484
VD,20211027201000,30989
VD,20211027201500,30611
VD,20211027202000,30388
VD,20211027202500,30049
VD,20211027203000,29763
VD,20211027203500,29619
VD,20211027204000,29407
VD,20211027204500,29181
VD,20211027205000,28775
VD,20211027205500,28504
VD,20211027210000,28170
VD,20211027210500,27957
VD,20211027211000,27616
VD,20211027211500,27377
VD,20211027212000,26983
VD,20211027212500,26727
VD,20211027213000,26447
VD,20211027213500,26314
VD,20211027214000,26126
VD,20211027214500,25887
VD,20211027215000,25657
VD,20211027215500,25430
VD,20211027220000,25097
VD,20211027220500,24529
VD,20211027221000,24098
VD,20211027221500,23828
VD,20211027222000,23538
VD,20211027222500,23386
VD,20211027223000,23150
VD,20211027223500,22975
VD,20211027224000,22795
VD,20211027224500,22537
VD,20211027225000,22397
VD,20211027225500,22197
VD,20211027230000,22232
VD,20211027230500,22534
VD,20211027231000,22474
VD,20211027231500,22367
VD,20211027232000,22336
VD,20211027232500,22259
VD,20211027233000,22141
VD,20211027233500,22283
VD,20211027234000,22205
VD,20211027234500,22108
VD,20211027235000,21942
VD,20211027235500,21860
VD,20211028000000,21903
VD,20211028000500,21779
VD,20211028001000,21665
VD,20211028001500,21644
VD,20211028002000,21646
VD,20211028002500,21548
VD,20211028003000,21553
VD,20211028003500,21975
VD,20211028004000,22171
VD,20211028004500,22366
VD,20211028005000,22426
VD,20211028005500,22441
VD,20211028010000,22369
VD,20211028010500,22625
VD,20211028011000,22645
VD,20211028011500,22592
VD,20211028012000,22567
VD,20211028012500,22475
VD,20211028013000,22351
VD,20211028013500,22317
VD,20211028014000,22322
VD,20211028014500,22332
VD,20211028015000,22214
VD,20211028015500,22169
VD,20211028020000,22133
VD,20211028020500,22290
VD,20211028021000,22282
VD,20211028021500,22207
VD,20211028022000,22380
VD,20211028022500,22308
VD,20211028023000,22169
VD,20211028023500,22159
VD,20211028024000,22209
VD,20211028024500,22356
VD,20211028025000,22342
VD,20211028025500,22294
VD,20211028030000,22358
VD,20211028030500,22635
VD,20211028031000,22588
VD,20211028031500,22363
VD,20211028032000,22280
VD,20211028032500,22271
VD,20211028033000,22266
VD,20211028033500,22262
VD,20211028034000,22271
VD,20211028034500,22232
VD,20211028035000,22081
VD,20211028035500,22024
VD,20211028040000,21912
VD,20211028040500,21977
VD,20211028041000,21840
VD,20211028041500,21820
VD,20211028042000,21898
VD,20211028042500,22080
VD,20211028043000,22088
VD,20211028043500,22360
VD,20211028044000,22423
VD,20211028044500,22474
VD,20211028045000,22646
VD,20211028045500,22851
VD,20211028050000,22972
VD,20211028050500,23482
VD,20211028051000,24090
VD,20211028051500,24475
VD,20211028052000,24680
VD,20211028052500,25121
VD,20211028053000,25349
VD,20211028053500,25514
VD,20211028054000,25933
VD,20211028054500,26335
VD,20211028055000,26701
VD,20211028055500,27073
VD,20211028060000,27423
VD,20211028060500,27834
VD,20211028061000,28387
VD,20211028061500,28868
VD,20211028062000,29367
VD,20211028062500,29623
VD,20211028063000,29866
VD,20211028063500,30090
VD,20211028064000,30247
VD,20211028064500,30459
VD,20211028065000,30763
VD,20211028065500,31180
VD,20211028070000,31147
VD,20211028070500,31387
VD,20211028071000,31744
VD,20211028071500,31993
VD,20211028072000,32231
VD,20211028072500,32334
VD,20211028073000,32444
VD,20211028073500,32447
VD,20211028074000,32431
VD,20211028074500,32441
VD,20211028075000,32524
VD,20211028075500,32578
VD,20211028080000,32754
VD,20211028080500,33218
VD,20211028081000,33330
VD,20211028081500,33336
VD,20211028082000,33407
VD,20211028082500,33369
VD,20211028083000,33384
VD,20211028083500,33418
VD,20211028084000,33435
VD,20211028084500,33420
VD,20211028085000,33443
VD,20211028085500,33452
VD,20211028090000,33449
VD,20211028090500,33393
VD,20211028091000,33438
VD,20211028091500,33429
VD,20211028092000,33431
VD,20211028092500,33508
VD,20211028093000,33496
VD,20211028093500,33546
VD,20211028094000,33534
VD,20211028094500,33462
VD,20211028095000,33442
VD,20211028095500,33339
VD,20211028100000,33137
VD,20211028100500,33131
VD,20211028101000,33134
VD,20211028101500,33127
VD,20211028102000,33145
VD,20211028102500,33146
VD,20211028103000,33109
VD,20211028103500,33177
VD,20211028104000,33101
VD,20211028104500,33079
VD,20211028105000,33065
VD,20211028105500,33057
VD,20211028110000,33090
VD,20211028110500,33277
VD,20211028111000,33438
VD,20211028111500,33497
VD,20211028112000,33529
VD,20211028112500,33468
VD,20211028113000,33397
VD,20211028113500,33389
VD,20211028114000,33271
VD,20211028114500,33218
VD,20211028115000,33166
VD,20211028115500,33146
VD,20211028120000,33113
VD,20211028120500,33188
VD,20211028121000,33212
VD,20211028121500,33171
VD,20211028122000,33125
VD,20211028122500,33124
VD,20211028123000,32927
VD,20211028123500,32885
VD,20211028124000,32878
VD,20211028124500,32887
VD,20211028125000,32869
VD,20211028125500,32896
VD,20211028130000,32802
VD,20211028130500,32903
VD,20211028131000,32948
VD,20211028131500,32898
VD,20211028132000,32867
VD,20211028132500,32937
VD,20211028133000,32943
VD,20211028133500,32883
VD,20211028134000,32837
VD,20211028134500,32848
VD,20211028135000,32792
VD,20211028135500,32805
VD,20211028140000,32830
VD,20211028140500,32849
VD,20211028141000,32927
VD,20211028141500,33004
VD,20211028142000,33005
VD,20211028142500,33084
VD,20211028143000,33125
VD,20211028143500,33253
VD,20211028144000,33374
VD,20211028144500,33479
VD,20211028145000,33531
VD,20211028145500,33600
VD,20211028150000,33731
VD,20211028150500,33917
VD,20211028151000,34024
VD,20211028151500,34231
VD,20211028152000,34464
VD,20211028152500,34630
VD,20211028153000,34749
VD,20211028153500,34922
VD,20211028154000,35047
VD,20211028154500,35150
VD,20211028155000,35284
VD,20211028155500,35476
VD,20211028160000,35724
VD,20211028160500,35984
VD,20211028161000,36223
VD,20211028161500,36278
VD,20211028162000,36468
VD,20211028162500,36586
VD,20211028163000,36625
VD,20211028163500,36981
VD,20211028164000,37162
VD,20211028164500,37261
VD,20211028165000,37522
VD,20211028165500,37724
VD,20211028170000,37833
VD,20211028170500,38031
VD,20211028171000,38156
VD,20211028171500,38171
VD,20211028172000,38197
VD,20211028172500,38084
VD,20211028173000,37897
VD,20211028173500,37844
VD,20211028174000,37822
VD,20211028174500,37694
VD,20211028175000,37487
VD,20211028175500,37236
VD,20211028180000,37111
VD,20211028180500,37122
VD,20211028181000,37058
VD,20211028181500,36835
VD,20211028182000,36742
VD,20211028182500,36606
VD,20211028183000,36454
VD,20211028183500,36574
VD,20211028184000,36426
VD,20211028184500,36221
VD,20211028185000,35899
VD,20211028185500,35634
VD,20211028190000,35333
VD,20211028190500,35210
VD,20211028191000,34976
VD,20211028191500,34692
VD,20211028192000,34523
VD,20211028192500,34418
VD,20211028193000,34281
VD,20211028193500,34227
VD,20211028194000,34032
VD,20211028194500,33795
VD,20211028195000,33569
VD,20211028195500,33350
VD,20211028200000,33168
VD,20211028200500,32966
VD,20211028201000,32658
VD,20211028201500,32416
VD,20211028202000,32165
VD,20211028202500,31965
VD,20211028203000,31686
VD,20211028203500,31293
VD,20211028204000,31064
VD,20211028204500,30789
VD,20211028205000,30540
VD,20211028205500,30233
VD,20211028210000,29855
VD,20211028210500,29691
VD,20211028211000,29270
VD,20211028211500,28937
VD,20211028212000,28692
VD,20211028212500,28505
VD,20211028213000,28272
VD,20211028213500,28180
VD,20211028214000,27838
VD,20211028214500,27697
VD,20211028215000,27491
VD,20211028215500,27215
VD,20211028220000,26927
VD,20211028220500,26558
VD,20211028221000,26281
VD,20211028221500,26059
VD,20211028222000,25806
VD,20211028222500,25558
VD,20211028223000,25281
VD,20211028223500,25167
FTR,2000
